,Gene Start,Gene Size,Strand,Gene Product,Accession
8841,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8842,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8843,77344.0,347.0,-,hypothetical protein_21,66.0
8844,80741.0,935.0,-,hypothetical protein_73,71.0
8845,709160.0,419.0,+,hypothetical protein_6,686.0
8846,710606.0,1181.0,+,hypothetical protein_5,688.0
8847,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8848,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8849,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8850,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8851,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8852,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8853,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8854,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8855,77344.0,347.0,-,hypothetical protein_21,66.0
8856,80741.0,935.0,-,hypothetical protein_73,71.0
8857,709160.0,419.0,+,hypothetical protein_6,686.0
8858,710606.0,1181.0,+,hypothetical protein_5,688.0
8859,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8860,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8861,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8862,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8863,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8864,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8865,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8866,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8867,1141406.0,416.0,+,hypothetical protein_122,1071.0
8868,77344.0,347.0,-,hypothetical protein_21,66.0
8869,80741.0,935.0,-,hypothetical protein_73,71.0
8870,709160.0,419.0,+,hypothetical protein_6,686.0
8871,710606.0,1181.0,+,hypothetical protein_5,688.0
8872,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8873,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8874,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8875,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8876,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8877,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8878,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8879,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8880,1141406.0,416.0,+,hypothetical protein_122,1071.0
8881,1144020.0,497.0,-,hypothetical protein_103,1075.0
8882,77344.0,347.0,-,hypothetical protein_21,66.0
8883,80741.0,935.0,-,hypothetical protein_73,71.0
8884,709160.0,419.0,+,hypothetical protein_6,686.0
8885,710606.0,1181.0,+,hypothetical protein_5,688.0
8886,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8887,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8888,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8889,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8890,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8891,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8892,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8893,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8894,1141406.0,416.0,+,hypothetical protein_122,1071.0
8895,1144020.0,497.0,-,hypothetical protein_103,1075.0
8896,1144514.0,1208.0,-,hypothetical protein_102,1076.0
8897,77344.0,347.0,-,hypothetical protein_21,66.0
8898,80741.0,935.0,-,hypothetical protein_73,71.0
8899,709160.0,419.0,+,hypothetical protein_6,686.0
8900,710606.0,1181.0,+,hypothetical protein_5,688.0
8901,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8902,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8903,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8904,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8905,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8906,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8907,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8908,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8909,1141406.0,416.0,+,hypothetical protein_122,1071.0
8910,1144020.0,497.0,-,hypothetical protein_103,1075.0
8911,1144514.0,1208.0,-,hypothetical protein_102,1076.0
8912,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
8913,77344.0,347.0,-,hypothetical protein_21,66.0
8914,80741.0,935.0,-,hypothetical protein_73,71.0
8915,709160.0,419.0,+,hypothetical protein_6,686.0
8916,710606.0,1181.0,+,hypothetical protein_5,688.0
8917,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8918,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8919,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8920,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8921,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8922,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8923,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8924,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8925,1141406.0,416.0,+,hypothetical protein_122,1071.0
8926,1144020.0,497.0,-,hypothetical protein_103,1075.0
8927,1144514.0,1208.0,-,hypothetical protein_102,1076.0
8928,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
8929,1155228.0,212.0,-,hypothetical protein_49,1085.0
8930,77344.0,347.0,-,hypothetical protein_21,66.0
8931,80741.0,935.0,-,hypothetical protein_73,71.0
8932,709160.0,419.0,+,hypothetical protein_6,686.0
8933,710606.0,1181.0,+,hypothetical protein_5,688.0
8934,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8935,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8936,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8937,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8938,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8939,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8940,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8941,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8942,1141406.0,416.0,+,hypothetical protein_122,1071.0
8943,1144020.0,497.0,-,hypothetical protein_103,1075.0
8944,1144514.0,1208.0,-,hypothetical protein_102,1076.0
8945,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
8946,1155228.0,212.0,-,hypothetical protein_49,1085.0
8947,1155643.0,242.0,-,hypothetical protein_99,1086.0
8948,77344.0,347.0,-,hypothetical protein_21,66.0
8949,80741.0,935.0,-,hypothetical protein_73,71.0
8950,709160.0,419.0,+,hypothetical protein_6,686.0
8951,710606.0,1181.0,+,hypothetical protein_5,688.0
8952,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8953,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8954,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8955,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8956,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8957,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8958,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8959,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8960,1141406.0,416.0,+,hypothetical protein_122,1071.0
8961,1144020.0,497.0,-,hypothetical protein_103,1075.0
8962,1144514.0,1208.0,-,hypothetical protein_102,1076.0
8963,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
8964,1155228.0,212.0,-,hypothetical protein_49,1085.0
8965,1155643.0,242.0,-,hypothetical protein_99,1086.0
8966,77344.0,347.0,-,hypothetical protein_21,66.0
8967,80741.0,935.0,-,hypothetical protein_73,71.0
8968,709160.0,419.0,+,hypothetical protein_6,686.0
8969,710606.0,1181.0,+,hypothetical protein_5,688.0
8970,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8971,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8972,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8973,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8974,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8975,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8976,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8977,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8978,1141406.0,416.0,+,hypothetical protein_122,1071.0
8979,1144020.0,497.0,-,hypothetical protein_103,1075.0
8980,1144514.0,1208.0,-,hypothetical protein_102,1076.0
8981,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
8982,1155228.0,212.0,-,hypothetical protein_49,1085.0
8983,1155643.0,242.0,-,hypothetical protein_99,1086.0
8984,77344.0,347.0,-,hypothetical protein_21,66.0
8985,80741.0,935.0,-,hypothetical protein_73,71.0
8986,709160.0,419.0,+,hypothetical protein_6,686.0
8987,710606.0,1181.0,+,hypothetical protein_5,688.0
8988,1045274.0,887.0,+,putative metallo-hydrolase,999.0
8989,1046204.0,1664.0,+,hypothetical protein_77,1000.0
8990,1056891.0,1031.0,-,hypothetical protein_94,1007.0
8991,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
8992,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
8993,1112649.0,4463.0,-,hypothetical protein_92,1051.0
8994,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
8995,1134581.0,2150.0,+,hypothetical protein_123,1068.0
8996,1141406.0,416.0,+,hypothetical protein_122,1071.0
8997,1144020.0,497.0,-,hypothetical protein_103,1075.0
8998,1144514.0,1208.0,-,hypothetical protein_102,1076.0
8999,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9000,1155228.0,212.0,-,hypothetical protein_49,1085.0
9001,1155643.0,242.0,-,hypothetical protein_99,1086.0
9002,1203366.0,818.0,-,hypothetical protein_88,1122.0
9003,77344.0,347.0,-,hypothetical protein_21,66.0
9004,80741.0,935.0,-,hypothetical protein_73,71.0
9005,709160.0,419.0,+,hypothetical protein_6,686.0
9006,710606.0,1181.0,+,hypothetical protein_5,688.0
9007,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9008,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9009,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9010,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9011,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9012,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9013,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9014,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9015,1141406.0,416.0,+,hypothetical protein_122,1071.0
9016,1144020.0,497.0,-,hypothetical protein_103,1075.0
9017,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9018,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9019,1155228.0,212.0,-,hypothetical protein_49,1085.0
9020,1155643.0,242.0,-,hypothetical protein_99,1086.0
9021,1203366.0,818.0,-,hypothetical protein_88,1122.0
9022,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9023,77344.0,347.0,-,hypothetical protein_21,66.0
9024,80741.0,935.0,-,hypothetical protein_73,71.0
9025,709160.0,419.0,+,hypothetical protein_6,686.0
9026,710606.0,1181.0,+,hypothetical protein_5,688.0
9027,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9028,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9029,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9030,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9031,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9032,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9033,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9034,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9035,1141406.0,416.0,+,hypothetical protein_122,1071.0
9036,1144020.0,497.0,-,hypothetical protein_103,1075.0
9037,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9038,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9039,1155228.0,212.0,-,hypothetical protein_49,1085.0
9040,1155643.0,242.0,-,hypothetical protein_99,1086.0
9041,1203366.0,818.0,-,hypothetical protein_88,1122.0
9042,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9043,77344.0,347.0,-,hypothetical protein_21,66.0
9044,80741.0,935.0,-,hypothetical protein_73,71.0
9045,709160.0,419.0,+,hypothetical protein_6,686.0
9046,710606.0,1181.0,+,hypothetical protein_5,688.0
9047,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9048,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9049,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9050,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9051,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9052,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9053,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9054,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9055,1141406.0,416.0,+,hypothetical protein_122,1071.0
9056,1144020.0,497.0,-,hypothetical protein_103,1075.0
9057,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9058,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9059,1155228.0,212.0,-,hypothetical protein_49,1085.0
9060,1155643.0,242.0,-,hypothetical protein_99,1086.0
9061,1203366.0,818.0,-,hypothetical protein_88,1122.0
9062,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9063,77344.0,347.0,-,hypothetical protein_21,66.0
9064,80741.0,935.0,-,hypothetical protein_73,71.0
9065,709160.0,419.0,+,hypothetical protein_6,686.0
9066,710606.0,1181.0,+,hypothetical protein_5,688.0
9067,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9068,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9069,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9070,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9071,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9072,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9073,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9074,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9075,1141406.0,416.0,+,hypothetical protein_122,1071.0
9076,1144020.0,497.0,-,hypothetical protein_103,1075.0
9077,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9078,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9079,1155228.0,212.0,-,hypothetical protein_49,1085.0
9080,1155643.0,242.0,-,hypothetical protein_99,1086.0
9081,1203366.0,818.0,-,hypothetical protein_88,1122.0
9082,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9083,1349018.0,1001.0,+,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",1258.0
9084,77344.0,347.0,-,hypothetical protein_21,66.0
9085,80741.0,935.0,-,hypothetical protein_73,71.0
9086,709160.0,419.0,+,hypothetical protein_6,686.0
9087,710606.0,1181.0,+,hypothetical protein_5,688.0
9088,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9089,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9090,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9091,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9092,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9093,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9094,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9095,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9096,1141406.0,416.0,+,hypothetical protein_122,1071.0
9097,1144020.0,497.0,-,hypothetical protein_103,1075.0
9098,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9099,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9100,1155228.0,212.0,-,hypothetical protein_49,1085.0
9101,1155643.0,242.0,-,hypothetical protein_99,1086.0
9102,1203366.0,818.0,-,hypothetical protein_88,1122.0
9103,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9104,1349018.0,1001.0,+,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",1258.0
9105,1350016.0,1157.0,+,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",1259.0
9106,77344.0,347.0,-,hypothetical protein_21,66.0
9107,80741.0,935.0,-,hypothetical protein_73,71.0
9108,709160.0,419.0,+,hypothetical protein_6,686.0
9109,710606.0,1181.0,+,hypothetical protein_5,688.0
9110,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9111,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9112,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9113,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9114,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9115,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9116,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9117,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9118,1141406.0,416.0,+,hypothetical protein_122,1071.0
9119,1144020.0,497.0,-,hypothetical protein_103,1075.0
9120,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9121,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9122,1155228.0,212.0,-,hypothetical protein_49,1085.0
9123,1155643.0,242.0,-,hypothetical protein_99,1086.0
9124,1203366.0,818.0,-,hypothetical protein_88,1122.0
9125,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9126,1349018.0,1001.0,+,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",1258.0
9127,1350016.0,1157.0,+,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",1259.0
9128,1351245.0,1589.0,+,hypothetical protein_47,1260.0
9129,77344.0,347.0,-,hypothetical protein_21,66.0
9130,80741.0,935.0,-,hypothetical protein_73,71.0
9131,709160.0,419.0,+,hypothetical protein_6,686.0
9132,710606.0,1181.0,+,hypothetical protein_5,688.0
9133,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9134,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9135,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9136,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9137,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9138,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9139,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9140,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9141,1141406.0,416.0,+,hypothetical protein_122,1071.0
9142,1144020.0,497.0,-,hypothetical protein_103,1075.0
9143,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9144,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9145,1155228.0,212.0,-,hypothetical protein_49,1085.0
9146,1155643.0,242.0,-,hypothetical protein_99,1086.0
9147,1203366.0,818.0,-,hypothetical protein_88,1122.0
9148,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9149,1349018.0,1001.0,+,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",1258.0
9150,1350016.0,1157.0,+,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",1259.0
9151,1351245.0,1589.0,+,hypothetical protein_47,1260.0
9152,1354091.0,785.0,-,hypothetical protein_46,1262.0
9153,77344.0,347.0,-,hypothetical protein_21,66.0
9154,80741.0,935.0,-,hypothetical protein_73,71.0
9155,709160.0,419.0,+,hypothetical protein_6,686.0
9156,710606.0,1181.0,+,hypothetical protein_5,688.0
9157,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9158,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9159,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9160,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9161,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9162,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9163,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9164,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9165,1141406.0,416.0,+,hypothetical protein_122,1071.0
9166,1144020.0,497.0,-,hypothetical protein_103,1075.0
9167,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9168,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9169,1155228.0,212.0,-,hypothetical protein_49,1085.0
9170,1155643.0,242.0,-,hypothetical protein_99,1086.0
9171,1203366.0,818.0,-,hypothetical protein_88,1122.0
9172,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9173,1349018.0,1001.0,+,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",1258.0
9174,1350016.0,1157.0,+,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",1259.0
9175,1351245.0,1589.0,+,hypothetical protein_47,1260.0
9176,1354091.0,785.0,-,hypothetical protein_46,1262.0
9177,1354870.0,662.0,-,Phosphorylated carbohydrates phosphatase,1263.0
9178,77344.0,347.0,-,hypothetical protein_21,66.0
9179,80741.0,935.0,-,hypothetical protein_73,71.0
9180,709160.0,419.0,+,hypothetical protein_6,686.0
9181,710606.0,1181.0,+,hypothetical protein_5,688.0
9182,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9183,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9184,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9185,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9186,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9187,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9188,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9189,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9190,1141406.0,416.0,+,hypothetical protein_122,1071.0
9191,1144020.0,497.0,-,hypothetical protein_103,1075.0
9192,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9193,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9194,1155228.0,212.0,-,hypothetical protein_49,1085.0
9195,1155643.0,242.0,-,hypothetical protein_99,1086.0
9196,1203366.0,818.0,-,hypothetical protein_88,1122.0
9197,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9198,1349018.0,1001.0,+,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",1258.0
9199,1350016.0,1157.0,+,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",1259.0
9200,1351245.0,1589.0,+,hypothetical protein_47,1260.0
9201,1354091.0,785.0,-,hypothetical protein_46,1262.0
9202,1354870.0,662.0,-,Phosphorylated carbohydrates phosphatase,1263.0
9203,1355532.0,833.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",1264.0
9204,77344.0,347.0,-,hypothetical protein_21,66.0
9205,80741.0,935.0,-,hypothetical protein_73,71.0
9206,709160.0,419.0,+,hypothetical protein_6,686.0
9207,710606.0,1181.0,+,hypothetical protein_5,688.0
9208,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9209,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9210,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9211,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9212,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9213,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9214,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9215,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9216,1141406.0,416.0,+,hypothetical protein_122,1071.0
9217,1144020.0,497.0,-,hypothetical protein_103,1075.0
9218,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9219,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9220,1155228.0,212.0,-,hypothetical protein_49,1085.0
9221,1155643.0,242.0,-,hypothetical protein_99,1086.0
9222,1203366.0,818.0,-,hypothetical protein_88,1122.0
9223,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9224,1349018.0,1001.0,+,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",1258.0
9225,1350016.0,1157.0,+,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",1259.0
9226,1351245.0,1589.0,+,hypothetical protein_47,1260.0
9227,1354091.0,785.0,-,hypothetical protein_46,1262.0
9228,1354870.0,662.0,-,Phosphorylated carbohydrates phosphatase,1263.0
9229,1355532.0,833.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",1264.0
9230,1356843.0,620.0,+,hypothetical protein_64,1265.0
9231,77344.0,347.0,-,hypothetical protein_21,66.0
9232,80741.0,935.0,-,hypothetical protein_73,71.0
9233,709160.0,419.0,+,hypothetical protein_6,686.0
9234,710606.0,1181.0,+,hypothetical protein_5,688.0
9235,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9236,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9237,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9238,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
9239,1062152.0,632.0,-,Isovaleryl-homoserine lactone synthase,1010.0
9240,1112649.0,4463.0,-,hypothetical protein_92,1051.0
9241,1117801.0,1343.0,-,Outer membrane protein assembly factor BamA,1053.0
9242,1134581.0,2150.0,+,hypothetical protein_123,1068.0
9243,1141406.0,416.0,+,hypothetical protein_122,1071.0
9244,1144020.0,497.0,-,hypothetical protein_103,1075.0
9245,1144514.0,1208.0,-,hypothetical protein_102,1076.0
9246,1145739.0,2375.0,-,Vitamin B12 transporter BtuB_101,1077.0
9247,1155228.0,212.0,-,hypothetical protein_49,1085.0
9248,1155643.0,242.0,-,hypothetical protein_99,1086.0
9249,1203366.0,818.0,-,hypothetical protein_88,1122.0
9250,1204455.0,3263.0,-,hypothetical protein_50,1123.0
9251,1349018.0,1001.0,+,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",1258.0
9252,1350016.0,1157.0,+,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",1259.0
9253,1351245.0,1589.0,+,hypothetical protein_47,1260.0
9254,1354091.0,785.0,-,hypothetical protein_46,1262.0
9255,1354870.0,662.0,-,Phosphorylated carbohydrates phosphatase,1263.0
9256,1355532.0,833.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",1264.0
9257,1356843.0,620.0,+,hypothetical protein_64,1265.0
9258,1357962.0,689.0,+,hypothetical protein_43,1266.0
9259,77344.0,347.0,-,hypothetical protein_21,66.0
9260,80741.0,935.0,-,hypothetical protein_73,71.0
9261,709160.0,419.0,+,hypothetical protein_6,686.0
9262,710606.0,1181.0,+,hypothetical protein_5,688.0
9263,1045274.0,887.0,+,putative metallo-hydrolase,999.0
9264,1046204.0,1664.0,+,hypothetical protein_77,1000.0
9265,1056891.0,1031.0,-,hypothetical protein_94,1007.0
9266,1060692.0,1085.0,-,Alkanesulfonate monooxygenase,1009.0
