,Contig Length,Gene Count,Gene Size,Gene Start,Strand,Gene Product,Accession,Egg Description,Egg Name,Egg GOs,Egg EC,KEGG KO,KEGG Pathway,KEGG Module,KEGG Reaction,KEGG Reaction Class,Egg BRITE,KEGG TC,CAZy,BiGG Reaction,PFAMs
GCF_002028545_000000000007,107292,1,[251],[28790],['-'],['hypothetical protein_39'],[927],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
GCF_002028545_000000000008,99663,3,"[347, 668, 1688]","[70170, 76436, 86371]","['-', '+', '-']","['hypothetical protein_21', 'hypothetical protein_9', 'hypothetical protein_84']","[1050, 1058, 1067]","['Lipopolysaccharide assembly protein A domain', 'Diphthamide synthase', 'PAS fold']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', 'ko:K03406']","['-', '-', 'ko02020,ko02030,map02020,map02030']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', 'ko00000,ko00001,ko02035']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['LapA_dom', 'Diphthami_syn_2', 'PAS_3,PAS_4']"
GCF_002028545_000000000009,98758,2,"[737, 1193]","[18388, 40776]","['+', '-']","['hypothetical protein_31', 'hypothetical protein_18']","[1111, 1132]","['chaperone-mediated protein folding', 'Acetyltransferase (GNAT) domain']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['TPR_16', 'Acetyltransf_6']"
GCF_002028545_000000000010,94621,4,"[188, 818, 3242, 353]","[19412, 20799, 21876, 82111]","['+', '-', '-', '-']","['hypothetical protein_81', 'hypothetical protein_88', 'hypothetical protein_50', 'hypothetical protein_12']","[1207, 1209, 1210, 1265]","['-', 'Formate/nitrite transporter', 'Tetratricopeptide repeats', '-']","['-', 'MA20_17080', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', 'Form_Nir_trans', 'Peptidase_C14,TPR_10,TPR_8', '-']"
GCF_002028545_000000000011,80625,2,"[497, 1652]","[36432, 65921]","['-', '+']","['hypothetical protein_15', 'hypothetical protein_16']","[1313, 1338]","['-', 'HemY protein N-terminus']","['-', 'lapB']","['-', '-']","['-', '-']","['-', 'ko:K02498']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', 'ko00000']","['-', '-']","['-', '-']","['-', '-']","['-', 'HemY_N,TPR_19']"
GCF_002028545_000000000012,308382,8,"[476, 260, 1904, 2069, 1043, 263, 353, 491]","[45814, 54611, 72653, 110075, 244410, 260545, 274951, 304868]","['+', '-', '-', '-', '+', '-', '-', '-']","['hypothetical protein_7', 'hypothetical protein_78', 'DNA primase', 'hypothetical protein_51', 'hypothetical protein_19', 'hypothetical protein_11', 'hypothetical protein_28', 'hypothetical protein_48']","[1412, 1421, 1440, 1482, 1608, 1625, 1637, 1668]","['-', '-', 'RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication', 'AI-2E family transporter', 'Mitochondrial small ribosomal subunit Rsm22', '-', 'Putative member of DMT superfamily (DUF486)', ""Pyridoxamine 5'-phosphate oxidase like""]","['-', '-', 'dnaG', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', 'ko:K02316', '-', '-', '-', 'ko:K09922', '-']","['-', '-', 'ko03030,map03030', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', 'ko00000,ko00001,ko01000,ko03032', '-', '-', '-', 'ko00000', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', 'DnaB_bind,Toprim_4,Toprim_N,zf-CHC2', 'AI-2E_transport', 'Rsm22', '-', 'DMT_6', 'Pyrid_ox_like']"
GCF_002028545_000000000013,78491,2,"[146, 185]","[19132, 39003]","['-', '+']","['hypothetical protein_54', 'hypothetical protein_38']","[1697, 1712]","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']"
GCF_002028545_000000000015,68366,8,"[1001, 1157, 1622, 722, 662, 821, 620, 725]","[23971, 24969, 26422, 29312, 30028, 30690, 31694, 32473]","['+', '+', '+', '-', '-', '-', '+', '+']","['UDP-N-acetylglucosamine 4,6-dehydratase (inverting)', 'UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase', 'hypothetical protein_47', 'hypothetical protein_46', 'Phosphorylated carbohydrates phosphatase', 'Ubiquinone biosynthesis O-methyltransferase, mitochondrial', 'hypothetical protein_64', 'hypothetical protein_43']","[1845, 1846, 1847, 1849, 1850, 1851, 1852, 1853]","['Polysaccharide biosynthesis protein', 'Belongs to the DegT DnrJ EryC1 family', 'transferase activity, transferring glycosyl groups', 'nUDIX hydrolase', 'haloacid dehalogenase-like hydrolase', 'Methyltransferase domain', 'Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC)', 'Cytidylyltransferase']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['4.2.1.115,5.1.3.2', '-', '-', '-', '3.1.3.18', '-', '-', '-']","['ko:K15894,ko:K17716', '-', '-', '-', 'ko:K01091', '-', '-', 'ko:K07257']","['ko00052,ko00520,ko01100,map00052,map00520,map01100', '-', '-', '-', 'ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130', '-', '-', '-']","['M00362', '-', '-', '-', '-', '-', '-', '-']","['R00291,R09697', '-', '-', '-', 'R01334', '-', '-', '-']","['RC00289,RC02609', '-', '-', '-', 'RC00017', '-', '-', '-']","['ko00000,ko00001,ko00002,ko01000', '-', '-', '-', 'ko00000,ko00001,ko01000', '-', '-', 'ko00000']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['Polysacc_synt_2', 'DegT_DnrJ_EryC1', '-', '-', 'HAD_2', 'Methyltransf_31', '-', 'CTP_transf_3']"
GCF_002028545_000000000018,49223,2,"[185, 1037]","[6668, 22531]","['-', '-']","['hypothetical protein_27', 'Fructose-1,6-bisphosphatase class 1']","[2027, 2043]","['-', 'D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1']","['-', 'fbp']","['-', 'GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005985,GO:0005986,GO:0005996,GO:0006000,GO:0006002,GO:0006006,GO:0006094,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0019318,GO:0019319,GO:0019637,GO:0030388,GO:0034637,GO:0042132,GO:0042578,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046364,GO:0050308,GO:0071704,GO:1901135,GO:1901576']","['-', '3.1.3.11']","['-', 'ko:K03841']","['-', 'ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910']","['-', 'M00003,M00165,M00167,M00344']","['-', 'R00762,R04780']","['-', 'RC00017']","['-', 'ko00000,ko00001,ko00002,ko01000,ko04147']","['-', '-']","['-', '-']","['-', '-']","['-', 'FBPase']"
GCF_002028545_000000000020,41528,1,[827],[32317],['-'],['hypothetical protein_93'],[2139],['Integral membrane protein TerC family'],['MA20_28265'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['TerC']
GCF_002028545_000000000021,41163,1,[422],[35684],['+'],['hypothetical protein_121'],[2190],['COG2801 Transposase and inactivated derivatives'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],"['HTH_28,HTH_29,HTH_32,rve,rve_3']"
GCF_002028545_000000000023,165663,4,"[1913, 269, 458, 671]","[104203, 112529, 128237, 129243]","['-', '-', '-', '+']","['Chaperone protein HtpG', 'hypothetical protein_79', 'hypothetical protein_22', 'hypothetical protein_29']","[2342, 2349, 2361, 2362]","['Molecular chaperone. Has ATPase activity', '-', 'DsrE/DsrF-like family', 'Protein of unknown function (DUF938)']","['htpG', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['ko:K04079', '-', 'ko:K09004', '-']","['ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147', '-', 'ko00000', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['HATPase_c,HATPase_c_3,HSP90', '-', 'DrsE', 'DUF938']"
GCF_002028545_000000000025,30057,2,"[230, 152]","[1679, 23558]","['-', '+']","['hypothetical protein_33', 'hypothetical protein_2']","[2430, 2452]","['-', 'cytochrome c oxidase subunit IV']","['-', 'MA20_03820']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', 'COX4_pro_2']"
GCF_002028545_000000000028,23184,4,"[941, 1226, 290, 443]","[1488, 2426, 5754, 6800]","['-', '-', '+', '+']","['hypothetical protein_116', 'hypothetical protein_117', 'hypothetical protein_23', 'hypothetical protein_97']","[2522, 2523, 2525, 2527]","['A domain family that is part of the cupin metalloenzyme superfamily.', 'Acetyltransferase (GNAT) domain', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['Cupin_8', 'Acetyltransf_6', '-', '-']"
GCF_002028545_000000000029,22591,1,[203],[9985],['+'],['hypothetical protein_115'],[2555],"['Response regulator, receiver']",['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],"['DUF4388,HATPase_c,PAS,Response_reg']"
GCF_002028545_000000000030,22094,4,"[1031, 524, 578, 1343]","[11114, 12373, 13067, 18940]","['-', '-', '+', '+']","['hypothetical protein_89', 'hypothetical protein_90', 'hypothetical protein_91', 'Type I secretion system membrane fusion protein PrsE']","[2584, 2585, 2586, 2590]","['helix_turn_helix, Lux Regulon', '-', '-', 'HlyD membrane-fusion protein of T1SS']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', 'ko:K02022']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', 'ko00000']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['GerE', '-', '-', 'Biotin_lipoyl_2,HlyD,HlyD_3']"
GCF_002028545_000000000034,161972,23,"[722, 371, 194, 311, 218, 1361, 1214, 371, 827, 632, 2360, 926, 635, 266, 296, 248, 257, 1526, 2705, 326, 980, 326, 1448]","[39268, 49097, 69918, 72347, 73717, 79811, 81815, 98310, 145129, 145962, 146608, 149059, 150220, 150859, 151934, 152331, 152579, 152850, 154388, 157196, 159258, 160179, 160502]","['-', '-', '+', '+', '+', '-', '+', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '+', '-', '-']","[""Orotidine 5'-phosphate decarboxylase"", 'hypothetical protein_100', 'hypothetical protein_37', 'hypothetical protein_24', 'hypothetical protein_20', 'Trigger factor', 'hypothetical protein_32', 'hypothetical protein_40', 'hypothetical protein_66', 'hypothetical protein_71', 'hypothetical protein_67', 'Denitrification regulatory protein NirQ', 'Sporulation initiation inhibitor protein Soj', 'hypothetical protein_59', 'Major carboxysome shell protein 1A', 'hypothetical protein_68', 'Ethanolamine utilization protein EutN', 'hypothetical protein_30', 'hypothetical protein_82', 'Ribulose bisphosphate carboxylase small chain', 'HTH-type transcriptional activator CmpR', 'hypothetical protein_75', 'hypothetical protein_87']","[2694, 2703, 2724, 2728, 2730, 2735, 2737, 2752, 2792, 2793, 2794, 2795, 2797, 2798, 2800, 2801, 2802, 2803, 2804, 2805, 2807, 2808, 2809]","[""Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)"", 'Protein of unknown function (DUF2946)', '-', '-', '-', 'Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase', 'Multicopper oxidase', '-', 'Trypsin-like peptidase domain', 'BMC', 'von Willebrand factor, type A', 'CbbQ/NirQ/NorQ C-terminal', 'Cobyrinic acid a,c-diamide synthase', 'pterin-4-alpha-carbinolamine dehydratase', 'PFAM microcompartments protein', 'Ethanolamine utilisation protein EutN/carboxysome', 'Ethanolamine utilisation protein EutN/carboxysome', 'Carboxysome Shell Carbonic Anhydrase', 'Function proposed based on presence of conserved amino acid motif, structural feature or limited homology', 'Function of homologous gene experimentally demonstrated in an other organism', 'Function of homologous gene experimentally demonstrated in an other organism', 'Belongs to the P(II) protein family', 'Belongs to the UPF0753 family']","['pyrF', '-', '-', '-', '-', 'tig', '-', 'MA20_36600', '-', '-', 'cbbO', 'cbbQ', 'parA1', '-', '-', '-', '-', '-', '-', 'ccbS2', 'cbbR1', '-', '-']","['GO:0003674,GO:0003824,GO:0004590,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019856,GO:0034641,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576', '-', '-', '-', '-', 'GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['4.1.1.23', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '4.1.1.39', '-', '-', '-']","['ko:K01591', '-', '-', '-', '-', 'ko:K03545', '-', '-', '-', '-', '-', 'ko:K04748', 'ko:K03496', '-', '-', '-', '-', '-', '-', 'ko:K01602', 'ko:K21703', '-', 'ko:K09822']","['ko00240,ko01100,map00240,map01100', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200', '-', '-', '-']","['M00051', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'M00165,M00166,M00532', '-', '-', '-']","['R00965', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'R00294', '-', '-', '-', '-', '-', '-', '-', 'R00024,R03140', '-', '-', '-']","['RC00409', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'RC02794', '-', '-', '-', '-', '-', '-', '-', 'RC00172,RC00859', '-', '-', '-']","['ko00000,ko00001,ko00002,ko01000', '-', '-', '-', '-', 'ko00000', '-', '-', '-', '-', '-', 'ko00000', 'ko00000,ko03036,ko04812', '-', '-', '-', '-', '-', '-', 'ko00000,ko00001,ko00002,ko01000', 'ko00000,ko03000', '-', 'ko00000']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '3.D.4.10', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['OMPdecase', 'DUF2946', '-', '-', '-', 'FKBP_C,Trigger_C,Trigger_N', 'Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3', '-', 'Trypsin_2', 'BMC', 'VWA,VWA_2', 'AAA_5,CbbQ_C', 'AAA_31', '-', 'BMC', 'EutN_CcmL', 'EutN_CcmL', 'CsoSCA', 'CsoS2_M', 'RuBisCO_small', 'HTH_1,LysR_substrate', 'DUF190,P-II', 'DUF2309']"
GCF_002028545_000000000039,13486,4,"[704, 3644, 980, 746]","[134, 832, 4476, 6114]","['-', '-', '-', '+']","['hypothetical protein_96', 'Respiratory nitrate reductase 1 alpha chain', 'hypothetical protein_41', 'hypothetical protein_62']","[2878, 2879, 2880, 2881]","['modulation by symbiont of host adenylate cyclase-mediated signal transduction', 'Molybdopterin oxidoreductase Fe4S4 domain', 'Cytochrome c', '-']","['slyD', 'narZ', '-', '-']","['GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0042026,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564', '-', '-', '-']","['5.2.1.8', '1.7.5.1', '-', '-']","['ko:K03775', 'ko:K00370', '-', '-']","['-', 'ko00910,ko01120,ko02020,map00910,map01120,map02020', '-', '-']","['-', 'M00529,M00530,M00804', '-', '-']","['-', 'R00798,R01106,R09497', '-', '-']","['-', 'RC02812', '-', '-']","['ko00000,ko01000,ko03110', 'ko00000,ko00001,ko00002,ko01000', '-', '-']","['-', '5.A.3.1', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['FKBP_C', 'Molybdopterin,Molydop_binding,Nitr_red_alph_N', 'Cytochrom_C', '-']"
GCF_002028545_000000000045,161601,1,[2084],[55399],['+'],['Vitamin B12 transporter BtuB'],[3000],['TonB dependent receptor'],['-'],['-'],['-'],['ko:K16092'],['-'],['-'],['-'],['-'],"['ko00000,ko02000']",['1.B.14.3'],['-'],['-'],"['Plug,TonB_dep_Rec']"
GCF_002028545_000000000054,6106,1,[245],[1577],['+'],['hypothetical protein_65'],[3157],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
GCF_002028545_000000000066,155406,11,"[2117, 1511, 851, 539, 404, 563, 395, 1031, 1256, 677, 1028]","[21575, 41462, 43994, 45003, 59634, 60270, 117711, 150805, 151989, 153484, 154196]","['+', '-', '-', '-', '+', '+', '+', '-', '-', '-', '-']","['Isochorismate synthase MenF', 'Protein adenylyltransferase SelO', 'Cytochrome c551 peroxidase', 'hypothetical protein_83', 'hypothetical protein_72', 'hypothetical protein_13', 'Response regulator protein TodT', 'hypothetical protein_57', 'putative nitrate transporter NarT', 'Nitrate reductase-like protein NarX', 'hypothetical protein_56']","[3370, 3386, 3389, 3390, 3403, 3404, 3459, 3494, 3495, 3496, 3497]","['Anthranilate synthase component I', 'Belongs to the UPF0061 (SELO) family', 'Di-haem cytochrome c peroxidase', 'Evidence 4 Homologs of previously reported genes of', 'Bacterial regulatory helix-turn-helix protein, lysR family', 'Protein of unknown function (DUF2478)', 'Response regulator receiver', 'Voltage-dependent anion channel', 'Major Facilitator Superfamily', 'Nitrate reductase gamma subunit', 'nitrate reductase molybdenum cofactor assembly chaperone']","['pabB', 'MA20_28420', 'mauG', '-', 'modE', '-', '-', '-', '-', 'narI', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['2.6.1.85,4.1.3.27', '-', '1.11.1.5', '-', '-', '-', '-', '-', '-', '1.7.5.1', '-']","['ko:K01657,ko:K01665,ko:K13950', 'ko:K08997', 'ko:K00428', '-', 'ko:K02019', '-', '-', '-', 'ko:K02575', 'ko:K00374', 'ko:K00373']","['ko00400,ko00405,ko00790,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map00790,map01100,map01110,map01130,map01230,map02024,map02025', '-', '-', '-', '-', '-', '-', '-', 'ko00910,map00910', 'ko00910,ko01120,ko02020,map00910,map01120,map02020', 'ko02020,map02020']","['M00023', '-', '-', '-', '-', '-', '-', '-', 'M00615', 'M00529,M00530', '-']","['R00985,R00986,R01716', '-', '-', '-', '-', '-', '-', '-', '-', 'R00798,R01106,R09497', '-']","['RC00010,RC01418,RC02148,RC02414', '-', '-', '-', '-', '-', '-', '-', '-', 'RC02812', '-']","['ko00000,ko00001,ko00002,ko01000', 'ko00000', 'ko00000,ko01000', '-', 'ko00000,ko03000', '-', '-', '-', 'ko00000,ko00001,ko00002,ko02000', 'ko00000,ko00001,ko00002,ko01000', 'ko00000,ko00001']","['-', '-', '-', '-', '-', '-', '-', '-', '2.A.1.8', '5.A.3.1', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Anth_synt_I_N,Chorismate_bind,GATase', 'UPF0061', 'CCP_MauG,Cytochrom_C', '-', 'HTH_1', 'DUF2478', 'Response_reg', 'SLAC1', 'MFS_1', 'Nitrate_red_gam', 'Nitrate_red_del']"
GCF_002028545_000000000076,1528,1,[350],[121],['-'],['hypothetical protein_98'],[3514],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
GCF_002028545_000000000077,147909,4,"[242, 701, 605, 533]","[34830, 35410, 108984, 110183]","['-', '+', '+', '-']","['hypothetical protein_76', 'hypothetical protein_3', 'hypothetical protein_17', 'putative protein']","[3556, 3557, 3614, 3616]","['CsbD-like', 'lytic transglycosylase activity', '-', 'Histidine phosphatase superfamily (branch 1)']","['yjbJ', '-', '-', 'sixA']","['GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', 'ko:K08296']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', 'ko00000,ko01000']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['CsbD', 'B_lectin,SLT', '-', 'His_Phos_1']"
GCF_002028545_000000000088,145805,9,"[452, 224, 197, 746, 554, 182, 4316, 1664, 887]","[666, 2834, 6025, 7569, 10024, 27907, 70709, 140566, 142274]","['+', '+', '-', '-', '-', '+', '-', '-', '-']","['tRNA (adenine(37)-N6)-methyltransferase', 'hypothetical protein_63', 'hypothetical protein_69', 'hypothetical protein_42', 'hypothetical protein_14', 'hypothetical protein_10', 'hypothetical protein_106', 'hypothetical protein_77', 'putative metallo-hydrolase']","[3663, 3665, 3668, 3669, 3671, 3692, 3739, 3818, 3819]","['Uncharacterised protein family UPF0066', '-', '-', '-', 'Cytochrome c', '-', 'G8 domain', 'Pyridine nucleotide-disulphide oxidoreductase', 'Metallo-beta-lactamase superfamily']","['-', '-', '-', '-', 'cyc', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '1.8.5.4', '-']","['-', '-', '-', '-', 'ko:K08738', '-', '-', 'ko:K17218', '-']","['-', '-', '-', '-', 'ko00920,ko01100,ko01120,ko01524,ko02020,ko04115,ko04210,ko04214,ko04215,ko04932,ko05010,ko05012,ko05014,ko05016,ko05134,ko05145,ko05152,ko05161,ko05164,ko05167,ko05168,ko05200,ko05210,ko05222,ko05416,map00920,map01100,map01120,map01524,map02020,map04115,map04210,map04214,map04215,map04932,map05010,map05012,map05014,map05016,map05134,map05145,map05152,map05161,map05164,map05167,map05168,map05200,map05210,map05222,map05416', '-', '-', 'ko00920,map00920', '-']","['-', '-', '-', '-', 'M00595', '-', '-', '-', '-']","['-', '-', '-', '-', 'R10151', '-', '-', 'R10152', '-']","['-', '-', '-', '-', 'RC03151,RC03152', '-', '-', 'RC03155', '-']","['-', '-', '-', '-', 'ko00000,ko00001,ko00002', '-', '-', 'ko00000,ko00001,ko01000', '-']","['-', '-', '-', '-', '3.D.4.6', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['UPF0066', '-', '-', '-', 'Cytochrom_C', '-', 'G8', 'DUF442,Pyr_redox_2', 'Lactamase_B']"
GCF_006539545_000000000001,3924,2,"[332, 176]","[1705, 3655]","['+', '+']","['hypothetical protein_109', 'hypothetical protein_112']","[3, 6]","['PRC-barrel domain', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['PRC', '-']"
GCF_006539545_000000000002,254528,6,"[392, 242, 698, 587, 533, 203]","[4254, 13375, 13800, 84256, 84867, 138435]","['-', '-', '+', '+', '-', '+']","['Response regulator protein TodT', 'hypothetical protein_76', 'hypothetical protein_3', 'hypothetical protein_17', 'putative protein', 'hypothetical protein_58']","[12, 24, 25, 78, 79, 133]","['Response regulator receiver', 'CsbD-like', 'lytic transglycosylase activity', '-', 'Histidine phosphatase superfamily (branch 1)', '-']","['-', 'yjbJ', '-', '-', 'sixA', '-']","['-', 'GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', 'ko:K08296', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', 'ko00000,ko01000', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['Response_reg', 'CsbD', 'B_lectin,SLT', '-', 'His_Phos_1', '-']"
GCF_006539545_000000000004,28651,3,"[491, 2111, 401]","[6220, 14832, 16979]","['+', '+', '+']","['hypothetical protein_48', 'hypothetical protein_123', 'hypothetical protein_122']","[311, 320, 321]","[""Pyridoxamine 5'-phosphate oxidase like"", 'Multicopper oxidase', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['Pyrid_ox_like', 'Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3', '-']"
